routeId,originHarbourId,originHarbourName,originProvince,origin,destination,destinationProvince,service_category_id,service_category_name,serviceId,serviceName,serviceType,serviceCode,description,passengerCapacity,statusLogistic
5516,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Tambelan,Kepulauan Riau,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
5516,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Tambelan,Kepulauan Riau,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
5516,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Tambelan,Kepulauan Riau,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,active
5516,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Tambelan,Kepulauan Riau,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
5516,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Tambelan,Kepulauan Riau,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,active
5516,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Tambelan,Kepulauan Riau,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
5516,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Tambelan,Kepulauan Riau,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,active
5516,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Tambelan,Kepulauan Riau,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,active
5516,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Tambelan,Kepulauan Riau,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,active
5516,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Tambelan,Kepulauan Riau,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,active
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,active
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,active
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,active
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,active
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,active
5505,26,Tanjung Uban,Kepulauan Riau,Tanjung Uban,Telaga Punggur,Kepulauan Riau,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,active
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,inactive
55057,55,Tarakan,Kalimantan Utara,Tarakan,Nunukan,Kalimantan Utara,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,inactive
55052,55,Tarakan,Kalimantan Utara,Tarakan,Sebawang,Kalimantan Utara,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,inactive
55059,55,Tarakan,Kalimantan Utara,Tarakan,Toli Toli,Sulawesi Tengah,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,inactive
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,active
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,active
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,active
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,active
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,active
5493,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Dabo,Kepulauan Riau,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,active
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,active
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,active
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,active
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,active
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,active
198014,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Kuala Tungkal,Jambi,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,active
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,active
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,active
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,active
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,active
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,active
5496,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Mengkapan,Riau,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,active
5492,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Tanjung Balai Karimun,Kepulauan Riau,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
5492,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Tanjung Balai Karimun,Kepulauan Riau,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
5492,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Tanjung Balai Karimun,Kepulauan Riau,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
5492,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Tanjung Balai Karimun,Kepulauan Riau,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
5492,19,Telaga Punggur,Kepulauan Riau,Telaga Punggur,Tanjung Balai Karimun,Kepulauan Riau,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
